Model,Error_Type,Entity_Type,Gold_Text,Model_Text,Description
Gemini,TP,placeName,collina del serraglio,collina del serraglio,Correct Match
Gemini,TP,placeName,collina del Serraglio,collina del Serraglio,Correct Match
Gemini,TP,placeName,collina del Serraglio,collina del Serraglio,Correct Match
Gemini,TP,persName,Pouqueville,Pouqueville,Correct Match
Gemini,TP,placeName,Calcedonia,Calcedonia,Correct Match
Gemini,TP,placeName,Calcedonia,Calcedonia,Correct Match
Gemini,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Gemini,TP,placeName,mar di Marmara,mar di Marmara,Correct Match
Gemini,TP,placeName,mar di Marmara,mar di Marmara,Correct Match
Gemini,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Gemini,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Gemini,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Gemini,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Gemini,TP,ethnic,turca,turca,Correct Match
Gemini,FP,ethnic,MISSING,turca,Spurious (FP)
Gemini,FP,ethnic,MISSING,turca,Spurious (FP)
Gemini,TP,placeName,Tracia,Tracia,Correct Match
Gemini,TP,placeName,moschea di Selim,moschea di Selim,Correct Match
Gemini,FP,placeName,MISSING,Delfo,Spurious (FP)
Gemini,TP,placeName,Dardanelli,Dardanelli,Correct Match
Gemini,TP,placeName,Dardanelli,Dardanelli,Correct Match
Gemini,TP,placeName,Parigi,Parigi,Correct Match
Gemini,TP,persName,Barış Yücesan,Barış Yücesan,Correct Match
Gemini,FP,placeName,MISSING,mar Jonio,Spurious (FP)
Gemini,TP,persName,Olga,Olga,Correct Match
Gemini,TP,persName,Olga,Olga,Correct Match
Gemini,TP,persName,Olga,Olga,Correct Match
Gemini,TP,placeName,Tamigi,Tamigi,Correct Match
Gemini,FP,placeName,MISSING,Ummelunià,Spurious (FP)
Gemini,TP,placeName,Solimano il Grande,Solimano il Grande,Correct Match
Gemini,TP,ethnic,russe,russe,Correct Match
Gemini,TP,ethnic,russe,russe,Correct Match
Gemini,TP,ethnic,armeno,armeno,Correct Match
Gemini,FP,placeName,MISSING,moschea d’ Osman,Spurious (FP)
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,TP,placeName,Bosforo,Bosforo,Correct Match
Gemini,FN,placeName,Corno,MISSING,Missed (FN)
Gemini,TP,ethnic,mussulmani,mussulmani,Correct Match
Gemini,TP,placeName,Sultana Validè,Sultana Validè,Correct Match
Claude,TP,placeName,Tenedo,Tenedo,Correct Match
Claude,TP,placeName,Pera,Pera,Correct Match
Claude,TP,placeName,Pera,Pera,Correct Match
Claude,TP,placeName,Pera,Pera,Correct Match
Claude,TP,placeName,Pera,Pera,Correct Match
Claude,TP,placeName,Pera,Pera,Correct Match
Claude,TP,placeName,Pera,Pera,Correct Match
Claude,TP,placeName,Pera,Pera,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Claude,TP,persName,Gautier,Gautier,Correct Match
Claude,TP,persName,Gautier,Gautier,Correct Match
Claude,TP,persName,Maometto II,Maometto II,Correct Match
Claude,FN,placeName,il serraglio di Tekyr,MISSING,Missed (FN)
Claude,TP,placeName,moschea di Maometto II,moschea di Maometto II,Correct Match
Claude,TP,persName,Chateaubriand,Chateaubriand,Correct Match
Claude,TP,persName,Chateaubriand,Chateaubriand,Correct Match
Claude,TP,placeName,Sultano Ahmed,Sultano Ahmed,Correct Match
Claude,TP,placeName,Morea,Morea,Correct Match
Claude,TP,placeName,arsenale di Tophanè,arsenale di Tophanè,Correct Match
Claude,TP,ethnic,armeni,armeni,Correct Match
Claude,TP,placeName,Kadi-Kioi,Kadi-Kioi,Correct Match
Claude,TP,placeName,Kadi-Kioi,Kadi-Kioi,Correct Match
Claude,TP,placeName,Senna,Senna,Correct Match
Claude,TP,placeName,Lemno,Lemno,Correct Match
Claude,FP,placeName,MISSING,moschea d'Osman,Spurious (FP)
Claude,FP,placeName,MISSING,Salonico,Spurious (FP)
Claude,TP,ethnic,francese,francese,Correct Match
Claude,TP,ethnic,francese,francese,Correct Match
Claude,TP,persName,Lamartine,Lamartine,Correct Match
Claude,TP,persName,Lamartine,Lamartine,Correct Match
Claude,TP,persName,Lamartine,Lamartine,Correct Match
Claude,TP,placeName,Santa Sofia,Santa Sofia,Correct Match
Claude,TP,placeName,Santa Sofia,Santa Sofia,Correct Match
Claude,FP,placeName,MISSING,Marmara,Spurious (FP)
Claude,TP,placeName,moschea del Sultano Ahmed,moschea del Sultano Ahmed,Correct Match
Claude,TP,placeName,moschea di Laleli,moschea di Laleli,Correct Match
Claude,TP,ethnic,greci,greci,Correct Match
Claude,TP,ethnic,greci,greci,Correct Match
Claude,FP,persName,MISSING,Montague,Spurious (FP)
Claude,TP,placeName,Messina,Messina,Correct Match
Claude,TP,persName,Perthusier,Perthusier,Correct Match
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Claude,TP,persName,Yunk,Yunk,Correct Match
Claude,TP,persName,Yunk,Yunk,Correct Match
Claude,TP,persName,Yunk,Yunk,Correct Match
Claude,FN,ethnic,italiane,MISSING,Missed (FN)
Claude,FP,placeName,MISSING,serraglio di Tekyr,Spurious (FP)
Claude,FP,persName,MISSING,La Croix,Spurious (FP)
Claude,FP,placeName,MISSING,Basso Impero,Spurious (FP)
Claude,FN,placeName,punta del Serraglio,MISSING,Missed (FN)
Claude,FN,placeName,punta del Serraglio,MISSING,Missed (FN)
Claude,TP,persName,Marcellus,Marcellus,Correct Match
Claude,FP,ethnic,MISSING,europea,Spurious (FP)
Claude,FP,ethnic,MISSING,europea,Spurious (FP)
Claude,FP,ethnic,MISSING,europea,Spurious (FP)
Claude,FP,ethnic,MISSING,europea,Spurious (FP)
Claude,FP,ethnic,MISSING,europea,Spurious (FP)
Claude,FN,persName,Croix,MISSING,Missed (FN)
Claude,TP,ethnic,italiano,italiano,Correct Match
Claude,TP,placeName,mare di Marmara,mare di Marmara,Correct Match
Claude,TP,placeName,mare di Marmara,mare di Marmara,Correct Match
Claude,TP,placeName, mare di Marmara,mare di Marmara,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,TP,placeName,Scutari,Scutari,Correct Match
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Claude,FP,placeName,MISSING,Oriente,Spurious (FP)
Claude,FP,placeName,MISSING,Oriente,Spurious (FP)
Claude,FP,placeName,MISSING,Oriente,Spurious (FP)
Claude,TP,ethnic,albanesi,albanesi,Correct Match
Claude,FP,ethnic,MISSING,ottomana,Spurious (FP)
Claude,TP,placeName,Demonesi,Demonesi,Correct Match
Claude,TP,placeName,torre di Galata,torre di Galata,Correct Match
Claude,TP,placeName,Bisanzio,Bisanzio,Correct Match
Claude,TP,placeName,Bisanzio,Bisanzio,Correct Match
Claude,FP,placeName,MISSING,Bisanzio,Spurious (FP)
Claude,TP,placeName,Baden-Baden,Baden-Baden,Correct Match
Claude,TP,placeName,mar Nero,mar Nero,Correct Match
Claude,TP,placeName,mar Nero,mar Nero,Correct Match
Claude,TP,placeName,Mar Nero,Mar Nero,Correct Match
Claude,FP,ethnic,MISSING,russo,Spurious (FP)
Claude,TP,placeName,moschea di Solimano,moschea di Solimano,Correct Match
Claude,FN,persName,Lady Montague,MISSING,Missed (FN)
Claude,TP,persName,Tournefort,Tournefort,Correct Match
Claude,TP,placeName,Bujukderé,Bujukderé,Correct Match
Claude,FP,ethnic,MISSING,europeo,Spurious (FP)
Claude,TP,persName,Costantino,Costantino,Correct Match
Claude,FN,placeName,arcipelago di Marmara,MISSING,Missed (FN)
Claude,TP,placeName,moschea di Bajazet,moschea di Bajazet,Correct Match
Claude,TP,placeName,albergo di Bisanzio,albergo di Bisanzio,Correct Match
Claude,TP,placeName,Castello delle Sette Torri,Castello delle Sette Torri,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,placeName,Stambul,Stambul,Correct Match
Claude,TP,ethnic,Megaresi,Megaresi,Correct Match
Claude,TP,placeName,Zavegorod,Zavegorod,Correct Match
Claude,TP,placeName,Zavegorod,Zavegorod,Correct Match
Claude,TP,placeName,Isole dei Principi,Isole dei Principi,Correct Match
Claude,TP,placeName,Terapia,Terapia,Correct Match
Claude,FN,placeName,moschea d’Osman,MISSING,Missed (FN)
Claude,TP,placeName,Arcipelago,Arcipelago,Correct Match
Claude,TP,ethnic,tedesco,tedesco,Correct Match
Claude,TP,placeName,Londra,Londra,Correct Match
Claude,FN,placeName,collina dell’antico serraglio,MISSING,Missed (FN)
Claude,TP,ethnic,palermitano,palermitano,Correct Match
Claude,TP,placeName,Olimpo di Bitinia,Olimpo di Bitinia,Correct Match
Claude,TP,ethnic,turchi,turchi,Correct Match
Claude,TP,ethnic,turchi,turchi,Correct Match
Claude,TP,ethnic,turchi,turchi,Correct Match
Claude,TP,ethnic,turchi,turchi,Correct Match
Claude,TP,ethnic,turchi,turchi,Correct Match
Claude,TP,ethnic,russa,russa,Correct Match
Claude,TP,ethnic,russa,russa,Correct Match
Claude,TP,ethnic,ateniesi,ateniesi,Correct Match
Claude,TP,ethnic,ateniesi,ateniesi,Correct Match
Claude,TP,ethnic,ateniesi,ateniesi,Correct Match
Claude,TP,ethnic,ateniesi,ateniesi,Correct Match
Claude,FP,ethnic,MISSING,asiatica,Spurious (FP)
Claude,FP,ethnic,MISSING,asiatica,Spurious (FP)
Claude,FP,ethnic,MISSING,asiatica,Spurious (FP)
Claude,FP,ethnic,MISSING,asiatica,Spurious (FP)
Claude,FN,placeName,porto di Bisanzio,MISSING,Missed (FN)
Claude,TP,placeName,Atene,Atene,Correct Match
Claude,FN,placeName,"golfo
               di Salonico",MISSING,Missed (FN)
Claude,TP,placeName,Galata,Galata,Correct Match
Claude,TP,placeName,Galata,Galata,Correct Match
Claude,TP,placeName,Galata,Galata,Correct Match
Claude,TP,placeName,Galata,Galata,Correct Match
Claude,TP,placeName,Galata,Galata,Correct Match
Claude,TP,placeName,Galata,Galata,Correct Match
Claude,TP,placeName,Galata,Galata,Correct Match
Claude,TP,placeName,Galata,Galata,Correct Match
Claude,TP,persName,Oguz Koran,Oguz Koran,Correct Match
Claude,TP,placeName,torre bianca del Seraschiere,torre bianca del Seraschiere,Correct Match
Claude,TP,placeName,Adrianopoli,Adrianopoli,Correct Match
Claude,FN,placeName,Jonio,MISSING,Missed (FN)
Claude,FN,ethnic,ebrei,MISSING,Missed (FN)
Claude,FN,ethnic,ebrei,MISSING,Missed (FN)
Claude,FN,persName,Cristo,MISSING,Missed (FN)
Claude,FP,ethnic,MISSING,europei,Spurious (FP)
Claude,FP,ethnic,MISSING,europei,Spurious (FP)
Claude,TP,placeName,Asia,Asia,Correct Match
Claude,TP,placeName,Asia,Asia,Correct Match
Claude,TP,placeName,Pireo,Pireo,Correct Match
Claude,FN,placeName,Ummelunia,MISSING,Missed (FN)
Claude,TP,placeName,Capo del Serraglio,Capo del Serraglio,Correct Match
Claude,TP,placeName,Capo del Serraglio,Capo del Serraglio,Correct Match
Claude,TP,placeName,Anatolia,Anatolia,Correct Match
Claude,TP,placeName,Europa,Europa,Correct Match
Claude,TP,placeName,Europa,Europa,Correct Match
Claude,TP,ethnic,inglese,inglese,Correct Match
Claude,TP,ethnic,inglese,inglese,Correct Match
Claude,TP,ethnic,inglese,inglese,Correct Match
Claude,TP,placeName,Propontide,Propontide,Correct Match
Claude,TP,placeName,Hagia Sofia,Hagia Sofia,Correct Match
Claude,TP,ethnic,greco,greco,Correct Match
Claude,TP,placeName,Odessa,Odessa,Correct Match
Claude,FN,placeName,collina del Serraglio,MISSING,Missed (FN)
Claude,FN,placeName,collina del serraglio,MISSING,Missed (FN)
Claude,FN,placeName,collina del Serraglio,MISSING,Missed (FN)
Claude,FN,placeName,collina del Serraglio,MISSING,Missed (FN)
Claude,TP,persName,Pouqueville,Pouqueville,Correct Match
Claude,TP,placeName,Calcedonia,Calcedonia,Correct Match
Claude,TP,placeName,Calcedonia,Calcedonia,Correct Match
Claude,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Claude,TP,placeName,mar di Marmara,mar di Marmara,Correct Match
Claude,TP,placeName,mar di Marmara,mar di Marmara,Correct Match
Claude,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Claude,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Claude,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Claude,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Claude,TP,ethnic,turca,turca,Correct Match
Claude,FP,ethnic,MISSING,turca,Spurious (FP)
Claude,FP,ethnic,MISSING,turca,Spurious (FP)
Claude,TP,placeName,Tracia,Tracia,Correct Match
Claude,TP,placeName,moschea di Selim,moschea di Selim,Correct Match
Claude,FP,placeName,MISSING,Delfo,Spurious (FP)
Claude,TP,placeName,Dardanelli,Dardanelli,Correct Match
Claude,TP,placeName,Dardanelli,Dardanelli,Correct Match
Claude,TP,placeName,Parigi,Parigi,Correct Match
Claude,TP,persName,Barış Yücesan,Barış Yücesan,Correct Match
Claude,FP,placeName,MISSING,mar Jonio,Spurious (FP)
Claude,TP,persName,Olga,Olga,Correct Match
Claude,TP,persName,Olga,Olga,Correct Match
Claude,TP,persName,Olga,Olga,Correct Match
Claude,TP,placeName,Tamigi,Tamigi,Correct Match
Claude,FP,placeName,MISSING,Ummelunià,Spurious (FP)
Claude,TP,placeName,Solimano il Grande,Solimano il Grande,Correct Match
Claude,TP,ethnic,russe,russe,Correct Match
Claude,TP,ethnic,russe,russe,Correct Match
Claude,TP,ethnic,armeno,armeno,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Bosforo,Bosforo,Correct Match
Claude,TP,placeName,Corno,Corno,Correct Match
Claude,TP,ethnic,mussulmani,mussulmani,Correct Match
Claude,TP,placeName,Sultana Validè,Sultana Validè,Correct Match
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,Capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,Capitano,Spurious (FP)
Copilot,FP,persName,MISSING,Capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,FP,persName,MISSING,capitano,Spurious (FP)
Copilot,TP,placeName,Tenedo,Tenedo,Correct Match
Copilot,TP,placeName,Pera,Pera,Correct Match
Copilot,TP,placeName,Pera,Pera,Correct Match
Copilot,TP,placeName,Pera,Pera,Correct Match
Copilot,TP,placeName,Pera,Pera,Correct Match
Copilot,TP,placeName,Pera,Pera,Correct Match
Copilot,TP,placeName,Pera,Pera,Correct Match
Copilot,TP,placeName,Pera,Pera,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,placeName,Costantinopoli,Costantinopoli,Correct Match
Copilot,TP,persName,Gautier,Gautier,Correct Match
Copilot,TP,persName,Gautier,Gautier,Correct Match
Copilot,TP,persName,Maometto II,Maometto II,Correct Match
Copilot,FN,placeName,il serraglio di Tekyr,MISSING,Missed (FN)
Copilot,TP,placeName,moschea di Maometto II,moschea di Maometto II,Correct Match
Copilot,TP,persName,Chateaubriand,Chateaubriand,Correct Match
Copilot,TP,persName,Chateaubriand,Chateaubriand,Correct Match
Copilot,TP,placeName,Sultano Ahmed,Sultano Ahmed,Correct Match
Copilot,TP,placeName,Morea,Morea,Correct Match
Copilot,TP,placeName,arsenale di Tophanè,arsenale di Tophanè,Correct Match
Copilot,FP,placeName,MISSING,stretto di Messina,Spurious (FP)
Copilot,TP,ethnic,armeni,armeni,Correct Match
Copilot,TP,placeName,Kadi-Kioi,Kadi-Kioi,Correct Match
Copilot,TP,placeName,Kadi-Kioi,Kadi-Kioi,Correct Match
Copilot,TP,placeName,Senna,Senna,Correct Match
Copilot,TP,placeName,Lemno,Lemno,Correct Match
Copilot,FP,placeName,MISSING,Serraglio,Spurious (FP)
Copilot,FP,placeName,MISSING,Serraglio,Spurious (FP)
Copilot,FP,placeName,MISSING,Serraglio,Spurious (FP)
Copilot,FP,placeName,MISSING,Serraglio,Spurious (FP)
Copilot,FP,placeName,MISSING,Serraglio,Spurious (FP)
Copilot,FP,placeName,MISSING,Salonico,Spurious (FP)
Copilot,TP,ethnic,francese,francese,Correct Match
Copilot,TP,ethnic,francese,francese,Correct Match
Copilot,FP,placeName,MISSING,europea,Spurious (FP)
Copilot,TP,persName,Lamartine,Lamartine,Correct Match
Copilot,TP,persName,Lamartine,Lamartine,Correct Match
Copilot,TP,persName,Lamartine,Lamartine,Correct Match
Copilot,TP,placeName,Santa Sofia,Santa Sofia,Correct Match
Copilot,TP,placeName,Santa Sofia,Santa Sofia,Correct Match
Copilot,TP,placeName,moschea del Sultano Ahmed,moschea del Sultano Ahmed,Correct Match
Copilot,TP,placeName,moschea di Laleli,moschea di Laleli,Correct Match
Copilot,TP,ethnic,greci,greci,Correct Match
Copilot,TP,ethnic,greci,greci,Correct Match
Copilot,FN,placeName,Messina,MISSING,Missed (FN)
Copilot,FP,persName,MISSING,visconte di Marcellus,Spurious (FP)
Copilot,TP,persName,Perthusier,Perthusier,Correct Match
Copilot,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Copilot,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Copilot,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Copilot,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Copilot,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Copilot,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Copilot,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Copilot,FP,placeName,MISSING,Corno d'oro,Spurious (FP)
Copilot,TP,persName,Yunk,Yunk,Correct Match
Copilot,TP,persName,Yunk,Yunk,Correct Match
Copilot,TP,persName,Yunk,Yunk,Correct Match
Copilot,FN,ethnic,italiane,MISSING,Missed (FN)
Copilot,FP,placeName,MISSING,serraglio di Tekyr,Spurious (FP)
Copilot,FP,persName,MISSING,La Croix,Spurious (FP)
Copilot,FP,placeName,MISSING,Basso Impero,Spurious (FP)
Copilot,FN,placeName,punta del Serraglio,MISSING,Missed (FN)
Copilot,FN,placeName,punta del Serraglio,MISSING,Missed (FN)
Copilot,FN,persName,Marcellus,MISSING,Missed (FN)
Copilot,FN,persName,Croix,MISSING,Missed (FN)
Copilot,TP,ethnic,italiano,italiano,Correct Match
Copilot,TP,placeName,mare di Marmara,mare di Marmara,Correct Match
Copilot,TP,placeName,mare di Marmara,mare di Marmara,Correct Match
Copilot,FN,placeName, mare di Marmara,MISSING,Missed (FN)
Copilot,FP,placeName,MISSING,dogana,Spurious (FP)
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Scutari,Scutari,Correct Match
Copilot,TP,placeName,Corno d’oro,Corno d’oro,Correct Match
Copilot,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Copilot,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Copilot,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Copilot,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Copilot,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Copilot,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Copilot,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Copilot,FN,placeName,Corno d’oro,MISSING,Missed (FN)
Copilot,FP,placeName,MISSING,Oriente,Spurious (FP)
Copilot,FP,placeName,MISSING,Megaresi,Spurious (FP)
Copilot,TP,ethnic,albanesi,albanesi,Correct Match
Copilot,TP,placeName,Demonesi,Demonesi,Correct Match
Copilot,FP,placeName,MISSING,Seraglio,Spurious (FP)
Copilot,FP,placeName,MISSING,Costantino,Spurious (FP)
Copilot,TP,placeName,torre di Galata,torre di Galata,Correct Match
Copilot,FP,placeName,MISSING,Corano,Spurious (FP)
Copilot,TP,placeName,Bisanzio,Bisanzio,Correct Match
Copilot,TP,placeName,Bisanzio,Bisanzio,Correct Match
Copilot,FP,placeName,MISSING,Bisanzio,Spurious (FP)
Copilot,TP,placeName,Baden-Baden,Baden-Baden,Correct Match
Copilot,TP,placeName,mar Nero,mar Nero,Correct Match
Copilot,TP,placeName,mar Nero,mar Nero,Correct Match
Copilot,TP,placeName,Mar Nero,Mar Nero,Correct Match
Copilot,FP,ethnic,MISSING,russo,Spurious (FP)
Copilot,TP,placeName,moschea di Solimano,moschea di Solimano,Correct Match
Copilot,TP,persName,Lady Montague,Lady Montague,Correct Match
Copilot,TP,persName,Tournefort,Tournefort,Correct Match
Copilot,TP,placeName,Bujukderé,Bujukderé,Correct Match
Copilot,FN,persName,Costantino,MISSING,Missed (FN)
Copilot,TP,placeName,arcipelago di Marmara,arcipelago di Marmara,Correct Match
Copilot,TP,placeName,moschea di Bajazet,moschea di Bajazet,Correct Match
